Donor,Deflatorvalue
UN Central Fund for Influenza Action,1.0154
UN Committee on Missing Persons,1.0154
UN Delivering AS ONE,1.0154
UN Economic Commission for Latin America,1.0154
Un Enfant Par La Main,1.0154
UN Foundation,1.0154
UN GENERAL TRUST FUND,1.0154
UN Human Security Trust Fund,1.0154
UN Institute,1.0154
UN Mine Action Program,1.0154
UN Mission in Sierra Leone,1.0154
UN Peacebuilding Fund,1.0154
Un Ponte Per ,1.0154
UN Programme on HIV/AIDS,1.0154
UN Resident Coordinator's Office,1.0154
UN Spouses Bazaar,1.0154
UN Stabilization and Recovery - DRC,1.0154
UN Technical Cooperative Activities,1.0154
Un Techo Para Mi Pais,1.0154
UN Trust Fund,1.0154
UN Voluntary Fund for Indigenous Populations,1.0154
UN Voluntary Trust Fund for Technical Cooperation,1.0154
UN Women's Guild,1.0154
Unallocated Pledges,1.0154
UNAMSIL/UNDP,1.0154
UNAVEM/MONUA,1.0154
UNCO / UNOCHA,1.0154
Underwriters Laboratories,1.0154
UNDG Iraq Trust Fund,1.0154
UNDP Administered Trust Fund,1.0154
UNDP for UNDSS,1.0154
UNDP TRAC 1.1.3,1.0154
UNDP/BCPR (TRAC 3),1.0154
UNDP/IOM,1.0154
UNDP/PAPP,1.0154
UNDP/Skills Consortium,1.0154
UNDP/UNCHS,1.0154
UNDP/UNDMTP,1.0154
UNDP/UNDSS,1.0154
UNDP/UN-HABITAT,1.0154
UNDP/UNHCR,1.0154
UNDP/UNICEF,1.0154
UN-EUE,1.0154
UNFPA / UNIFEM,1.0154
UNFPA/UNAIDS,1.0154
UNFPA/WFP,1.0154
UNICEF National Committee/Andorra,1.0154
UNICEF National Committee/Australia,1.0154
UNICEF National Committee/Austria,1.0154
UNICEF National Committee/Belgium,1.0154
UNICEF National Committee/Canada,1.0154
UNICEF National Committee/Czech Republic,1.0154
UNICEF National Committee/Denmark,1.0154
UNICEF National Committee/Estonia,1.0154
UNICEF National Committee/Finland,1.0154
UNICEF National Committee/France,1.0154
UNICEF National Committee/Germany,1.0154
UNICEF National Committee/Hellenic,1.0154
UNICEF National Committee/Hong Kong,1.0154
UNICEF National Committee/Hungary,1.0154
UNICEF National Committee/Iceland,1.0154
UNICEF National Committee/Indonesia,1.0154
UNICEF National Committee/Ireland,1.0154
UNICEF National Committee/Israel,1.0154
UNICEF National Committee/Italy,1.0154
UNICEF National Committee/Japan,1.0154
UNICEF National Committee/Korea (Republic of),1.0154
UNICEF National Committee/Latvia,1.0154
UNICEF National Committee/Lithuania,1.0154
UNICEF National Committee/Luxembourg,1.0154
UNICEF National Committee/Netherlands,1.0154
UNICEF National Committee/New Zealand,1.0154
UNICEF National Committee/Norway,1.0154
UNICEF National Committee/Oman,1.0154
UNICEF National Committee/Poland,1.0154
UNICEF National Committee/Portugal,1.0154
UNICEF National Committee/San Marino,1.0154
UNICEF National Committee/Slovakia,1.0154
UNICEF National Committee/Slovenia,1.0154
UNICEF National Committee/Spain,1.0154
UNICEF National Committee/Sweden,1.0154
UNICEF National Committee/Switzerland,1.0154
UNICEF National Committee/Turkey,1.0154
UNICEF National Committee/United Kingdom,1.0154
UNICEF National Committee/USA (US Fund for UNICEF),1.0154
UNICEF National Committees,1.0154
UNICEF/FALU,1.0154
UNICEF/FAO,1.0154
UNICEF/UNDSS,1.0154
UNICEF/UNFPA/WHO,1.0154
UNICEF/UNHCR,1.0154
UNICEF/UNMAS,1.0154
UNICEF/WFP,1.0154
UNICEF/WFP/UNDP/FAO/WHO,1.0154
UNICEF/WHO,1.0154
Unilever,1.0154
Union Bank Foundation,1.0154
Union Des Organisations Syrienne de Secours Medicaux,1.0154
Union Nationale des Associations Diocesaines de Secours et Developpement,1.0154
Union of Agricultural Work Committees,1.0154
Union of Health Work Committees,1.0154
Union of Relief Organizations – Lebanon,1.0154
Union of South American Nations,1.0154
Union of Sudan African Parties,1.0154
Uniqlo,1.0154
Unité de Recherche et d'Action Médico Légale,1.0154
UNITEC,1.0154
United Arab Emirates,0.9904
United Arab Emirates Red Crescent,1.0154
United Church of Canada,1.0154
United Islamic Center,1.0154
United Kingdom,0.9103
United Kingdom ,1.0154
"United Kingdom - Dept. for InterNational Development - Conflict, Humanitarian and Security Department",1.0154
United Kingdom Department for InterNational Development,1.0154
United Kingdom Ministry of Defence,1.0154
United Kingdom Red Cross ,1.0154
United Methodist Church,1.0154
United Methodist Committee on Relief,1.0154
United Missions Mission in Liberia Irish Battalion,1.0154
United Nations,1.0154
United Nations Advance Mission in Sudan,1.0154
United Nations Angola Verification Mission,1.0154
United Nations assessed contributions,1.0154
United Nations Assistance Mission for Afghanistan,1.0154
United Nations Assistance Mission in East Timor,1.0154
United Nations Assistance Mission in Iraq,1.0154
United Nations Association in Canada,1.0154
United Nations Children's Fund,1.0154
United Nations Committee on Missing Persons,1.0154
United Nations Corps of Guards in Iraq,1.0154
United Nations Department of Peace-Keeping Operations,1.0154
United Nations Dept of Safety and Security ,1.0154
United Nations Development Fund for Women,1.0154
United Nations Development Group Office,1.0154
United Nations Development Programme,1.0154
United Nations Development Programme - East Timor,1.0154
"United Nations Development Programme / Rehabilitation, Reconstruction and Development Programme",1.0154
United Nations Disaster Assessment and Coordination,1.0154
United Nations Disaster Management Team,1.0154
United Nations Disengagement Observer Force,1.0154
United Nations Economic and Social Commission for Asia and the Pacific,1.0154
"United Nations Educational, Scientific and Cultural Organization",1.0154
United Nations Entity for Gender Equality and the Empowerment of Women,1.0154
United Nations Environment Programme,1.0154
United Nations Foundation,1.0154
United Nations Fund for InterNational Partnerships,1.0154
United Nations High Commissioner for Refugees,1.0154
United Nations Human Settlements Programme (UN-HABITAT),1.0154
United Nations Humanitarian Air Service,1.0154
United Nations Humanitarian Information Centre,1.0154
United Nations Humanitarian Response Depot ,1.0154
United Nations Industrial Development Organization,1.0154
United Nations Institute for Disarmament Research,1.0154
United Nations Institute for Training and Research,1.0154
United Nations Integrated Office in Sierra Leone ,1.0154
United Nations InterNational Drug Control Programme,1.0154
United Nations InterNational Research and Training Institute for the Advance of Women,1.0154
United Nations Joint Logistics Centre,1.0154
United Nations Joint Programme on HIV/AIDS,1.0154
United Nations Mediation Support Unit,1.0154
United Nations Mine Action Coordination Center (DRC),1.0154
United Nations Mine Action Coordination Center (DRC),1.0154
United Nations Mine Action Service,1.0154
United Nations Mission in Ethiopia and Eritrea,1.0154
United Nations Mission in Kosovo,1.0154
United Nations Mission in Sudan,1.0154
"United Nations Mission in the DRC (Mission d'Observation des Nations Unies au Congo, MONUC)",1.0154
United Nations Mission in Timor-Leste,1.0154
United Nations Mission of Support in East Timor,1.0154
United Nations Observer Mission in Georgia,1.0154
United Nations Office for Disarmament Affairs,1.0154
United Nations Office for Project Services,1.0154
United Nations Office in Burundi,1.0154
United Nations Office of Legal Affairs,1.0154
United Nations Office on Drugs and Crime,1.0154
United Nations Operation Programme Support,1.0154
United Nations Operational Satellite Applications Programme,1.0154
United Nations Peacekeeping Force in Cyprus,1.0154
United Nations Political Office for Somalia,1.0154
United Nations Population Fund,1.0154
United Nations Register of Damage,1.0154
United Nations Relief and Works Agency for Palestine Refugees in the Near East,1.0154
United Nations Special Court for Sierra Leone,1.0154
United Nations Transitional Authority in East Timor,1.0154
United Nations Voluntary Trust Fund on Contemporary Forms of Slavery,1.0154
United Nations Voluntary Trust Fund on Mine Action,1.0154
United Nations Volunteers Programme,1.0154
United Peace Organization,1.0154
United Rural Development Organization,1.0154
United States Agency for InterNational Development,1.0154
United States Catholic Conference,1.0154
United States Department of Agriculture,1.0154
United States Department of Defense,1.0154
United States Department of Health and Human Services,1.0154
United States Department of State,1.0154
United States of America,1.0154
United States Office for Foreign Disaster Assistance,1.0154
United Technologies Corporation,1.0154
United Way InterNational,1.0154
United Way of Massachusetts Bay and Merrimack Valley ,1.0154
United Way of Miami-Dade,1.0154
UnitedHealth,1.0154
Unity and Cooperation for the Development of People,1.0154
Unity and Cooperation for the Development of Peoples,1.0154
Universal Intervention and Development Organization,1.0154
Universal Network for Knowledge and Empowerment Agency,1.0154
Universidad de Chile,1.0154
Universidad de Las Villas,1.0154
"Universidad Nacional a Distancia, Costa Rica",1.0154
Universidad Nacional Autonoma de Honduras,1.0154
Universitetet i Oslo,1.0154
University of Capetown,1.0154
University of Colorado,1.0154
University of Geneva,1.0154
University of Miami,1.0154
University of Nebraska,1.0154
University of Neuchâtel,1.0154
University of Oxford - Refugee Studies Centre,1.0154
University of Rhode Island/SUCCESS LWA,1.0154
UniverSud-Liège,1.0154
Univision,1.0154
UNMAS/UNDP,1.0154
UNOCHA / UNDP,1.0154
UNO-Flüchtlingshilfe e.V.,1.0154
UNOPS/CDAP,1.0154
UNRWA Friends Association Inc. USA,1.0154
UNRWA Spanish Committee,1.0154
Unspecified,1.0154
Unum,1.0154
UNVTF/Mine Action,1.0154
Upper Nile Initiative and Development Organization,1.0154
Upper Nile Kalaazar Eradication Association,1.0154
UPR Info,1.0154
UPS Foundation,1.0154
Urgence Rehabilitation et Developpement,1.0154
Uruguay ,1.0154
Uruguay Red Cross,1.0154
Uruguayan Red Cross,1.0154
US Airways,1.0154
US Bancorp,1.0154
US Embassy,1.0154
US Forest Service,1.0154
US Fund for UNICEF,1.0154
US Geological Survey,1.0154
USA for UNHCR,1.0154
USA Friends of WFP,1.0154
USA Friends Private,1.0154
USA Fund for UNICEF,1.0154
USAID Mission,1.0154
USAID Recipient,1.0154
USAID/ANE,1.0154
USAID/Angola,1.0154
USAID/Bangladesh,1.0154
USAID/Conakry,1.0154
USAID/Disaster Assistance Response Team,1.0154
USAID/DRC,1.0154
USAID/Ethiopia,1.0154
USAID/Guinea,1.0154
USAID/Haiti,1.0154
USAID/Indonesia,1.0154
USAID/Jamaica,1.0154
USAID/Kenya,1.0154
USAID/Khartoum,1.0154
USAID/Liberia,1.0154
USAID/Lilongwe,1.0154
USAID/Madagascar,1.0154
USAID/Malawi,1.0154
USAID/Nepal,1.0154
USAID/OTI,1.0154
USAID/Regional Economic Development Services Office            ,1.0154
USAID/Russia,1.0154
USAID/Senegal,1.0154
USAID/Somalia,1.0154
USAID/South Africa,1.0154
USAID/Sri Lanka,1.0154
USAID/Uganda,1.0154
USAID/West African Regional Programme,1.0154
USAID/Zimbabwe,1.0154
USAID’s Pastoralist Livelihoods Initiative,1.0154
USAR,1.0154
US-China Business Council,1.0154
Uzbekistan,0.962
Uzbekistan (Government of),1.0154
Uzbekistan (Government of),1.0154
VAF - Verein für Afghanistan Förderung ,1.0154
Valero Energy/Ultramar,1.0154
Valid Nutrition,1.0154
Vamos Adelante,1.0154
Vans,1.0154
Vanuatu Red Cross,1.0154
Vanuatu Red Cross Society,1.0154
Various (details not yet provided),1.0154
Various (details not yet provided),1.0154
Various Donors ,1.0154
Various Donors (details not yet provided),1.0154
Various Donors (private),1.0154
Various Recipients (details not yet provided),1.0154
Vårt land,1.0154
VAS,1.0154
VEH,1.0154
VEH/HAD,1.0154
Venable LLP,1.0154
Venezuela,1.4256
Venezuela Red Cross,1.0154
Venezuelan Red Cross,1.0154
Vento di Terra,1.0154
Verdens Barn,1.0154
Verein Bär und Leu,1.0154
Verein f. hum. Hilfe Vaduz,1.0154
Verein für Aufbauhilfe Tambanevana,1.0154
Verein Hilfe fur Bangladesch,1.0154
Verein Lichtblick ,1.0154
Verein zur Unterstützung von Schulen für afgh. Flüchtlingskinder e.V,1.0154
Vereniging voor Personele Samenwerking Ontwikkelings-landen,1.0154
Verizon Foundation,1.0154
VETAID,1.0154
Vétérinaire sans Frontieres,1.0154
Vétérinaires sans Frontières (Belgium),1.0154
Vétérinaires sans Frontières (Germany),1.0154
Vétérinaires sans Frontières (Switzerland),1.0154
Vetworks Eastern Africa,1.0154
VIC,1.0154
VICINI and the INICIA Foundation,1.0154
Victims of Torture,1.0154
Vie Sacree,1.0154
Viet Nam,1.0154
Viet Nam Red Cross,1.0154
Village Elders Group,1.0154
Visa,1.0154
VISION,1.0154
Vision Hope,1.0154
Vision Hope International,1.0154
Visions in Action,1.0154
VITALITE PLUS,1.0154
Vitamin Shoppe,1.0154
VITOL,1.0154
"Vitoria-Gasteiz, Municipality of (Spain)",1.0154
Viva Rio,1.0154
Vivamos Mejor,1.0154
Vive Zene,1.0154
Vodafone Group Foundation,1.0154
VOICE ASBL,1.0154
Voice of America,1.0154
Voila Earthquake Relief Fund,1.0154
Volens,1.0154
Volontariato Internazionale per lo Sviluppo,1.0154
Voluntariado Internacional para o Desenvolvimento Africano,1.0154
Voluntary Health Association of India,1.0154
Voluntary Organisations in Cooperation in Emergencies,1.0154
Voluntary Service Overseas,1.0154
Volunteer Corpes-Greek Firemen Replanters,1.0154
Volunteer Organization for the InterNational Co-operation,1.0154
VREDESEILANDEN,1.0154
VsF (CH) / PACE,1.0154
W.K. Kellogg Foundation,1.0154
Waatasemu Charity Association,1.0154
Wabi Shelbelle Development,1.0154
Wadi,1.0154
Wahdat Rehabilitation and Development Organization for Afghan Women,1.0154
Wajir South Development Association,1.0154
Wajir South Development Association ,1.0154
Wakefern Food Corp. (ShopRite and PriceRite stores,1.0154
Walgreens,1.0154
Wal-Mart,1.0154
Walmart Canada,1.0154
Walmart Foundation,1.0154
Walt Disney Corporation,1.0154
Waltraud Torossian-Brigasky,1.0154
WAM,1.0154
Wamo Relief and Rehabilitation Services,1.0154
Waqf Alghanem and Othman mosques,1.0154
War Child ,1.0154
War Child Canada,1.0154
War Child Holland,1.0154
War Child UK,1.0154
War Torn Societies,1.0154
Wardi Relief and Development Initiatives,1.0154
Watan’s Social Technical Services Association,1.0154
Water and Sanitation Consortium,1.0154
Water for Life,1.0154
Water Missions InterNational,1.0154
WA-UK,1.0154
Wawa Inc.,1.0154
WB/UNDP,1.0154
We Effect,1.0154
Webster Bank,1.0154
WEF - World Editors Forum,1.0154
WEFA HUMANITARIAN RELIEF ORGANIZATION,1.0154
Wegman Family Charitable Foundation,1.0154
"Weil, Gotshal & Manges LLP",1.0154
Welfare Association,1.0154
"WellPoint, Inc.",1.0154
Wells Fargo & CO,1.0154
Wereld-missiehulp,1.0154
Werkgroep Nederland Srebrenica,1.0154
Western Union Foundation,1.0154
WEUDAM - WEU De-mining Assistance Mission,1.0154
Weyerhaeuser,1.0154
WFP Administered Trust Fund,1.0154
WFP and NGO Partners,1.0154
WFP Immediate Response Account,1.0154
WFP/SHA,1.0154
White Helmets Commission,1.0154
WHO/AFRO,1.0154
WHO/OCHA,1.0154
WHO/UNFPA,1.0154
William and Flora Hewlett Foundation,1.0154
William Gallagher Associates,1.0154
WilmerHale,1.0154
Wilton Park,1.0154
Windle Trust,1.0154
Windle Trust International,1.0154
Windy InterNational Youth Foundation,1.0154
Winn-Dixie Foundation,1.0154
Winston & Strawn LLP,1.0154
WISAG,1.0154
WODRANS - Women Orphans and Disabled Rehabilitation Assoc. of New Sudan ,1.0154
Woman Kind Kenya,1.0154
Women and Children Child Care Organization,1.0154
Women And Health Alliance,1.0154
Women for Women InterNational,1.0154
Women Organization for Development & Capacity Building,1.0154
Women Welfare Organization Poonch,1.0154
Women's Promotion and Human Development,1.0154
World Agency of Planetary Monitoring and Earthquake Risk Reduction,1.0154
World Agroforestry Centre,1.0154
World Assembly of Muslim Youth,1.0154
WORLD ASSEMBLY OF MUSLIMS YOUTH,1.0154
World Association of Children's Friends,1.0154
World Association of Newspapers and News Publishers,1.0154
World Bank,1.0154
World Bank Group,1.0154
World Care,1.0154
World Church Relief Service,1.0154
World Coalition Against the Death Penalty,1.0154
World Concern,1.0154
World Concern Development Organisation,1.0154
World Conference on Disaster Reduction,1.0154
World Conference on Religions for Peace,1.0154
World Congress Against the Death Penalty,1.0154
World Education,1.0154
World Food Programme,1.0154
World Health Organization,1.0154
World Hope InterNational,1.0154
World Humanitarian Forum,1.0154
World Islamic Economic Forum Foundation,1.0154
World Jewish Aid,1.0154
WORLD LUTERAN FEDERATION - COLOMBIA,1.0154
World Meteorological Organization,1.0154
World Mission Society Church of God,1.0154
World Organisation Against Torture,1.0154
World Pharmacists,1.0154
World Rehabilitation Fund,1.0154
World Relief,1.0154
World Research Foundation,1.0154
World Society for the Protection of Animals,1.0154
World University Service,1.0154
World University Service - Canada,1.0154
World Vision  Netherlands,1.0154
World Vision Angola,1.0154
World Vision Australia,1.0154
World Vision Canada,1.0154
World Vision El Salvador,1.0154
World Vision Germany,1.0154
World Vision Hong Kong,1.0154
World Vision InterNational,1.0154
World Vision Ireland,1.0154
World Vision Kenya,1.0154
World Vision Korea,1.0154
World Vision Pakistan,1.0154
World Vision Philippines,1.0154
World Vision Relief and Development  Inc.,1.0154
World Vision Relief and Development  Inc.,1.0154
World Vision South Sudan,1.0154
World Vision Sri Lanka,1.0154
World Vision Sudan,1.0154
World Vision Support Offices,1.0154
World Vision Taiwan,1.0154
World Vision Uganda,1.0154
World Vision UK,1.0154
World Vision USA,1.0154
World Vision Viet Nam,1.0154
World Vision Zimbabwe,1.0154
World Wildlife Fund,1.0154
WorldFish,1.0154
WPD,1.0154
WRC - World Relief Corporation ,1.0154
WSP InterNational,1.0154
WTB InterNational Development,1.0154
Xcel Energy Foundation ,1.0154
Xstrata AG,1.0154
YAKKUM Emergency Unit,1.0154
Yasska Foundation,1.0154
Yayasan Ananda Marga Indonesia,1.0154
Yayasan Dian Desa,1.0154
Yayasan HOPE Indonesia,1.0154
Yele Haiti Foundation ,1.0154
Yemen,0.8668
Yemen Family Care Association,1.0154
Yemen Red Crescent Society,1.0154
Yemen Women Union,1.0154
YMCA,1.0154
YME Foundation,1.0154
Young Africans Development Action,1.0154
Young Welfare Society,1.0154
Young Women's Christian Association/La Strada,1.0154
Youth Activity Organization,1.0154
Youth Alliance in Karamoja,1.0154
Youth Development and Voluntary Work Association,1.0154
Yum Brands Inc,1.0154
ZACF,1.0154
ZAF,1.0154
Zafar Cooperation Organization,1.0154
Zambia,0.9115
Zambia Red Cross Society,1.0154
Zamzam Foundation,1.0154
Zanfha Initiative,1.0154
ZAWD - Organization for Humanitarian and Development,1.0154
ZAYED Foundation,1.0154
ZIF - Center for InterNational Peace Operations,1.0154
Zimbabwe,1.0045
Zimbabwe Red Cross,1.0154
ZOA Refugee Care,1.0154
"Zodiac of North America, Inc.",1.0154
"Zodiac of North America, Inc.",1.0154
Zukunft f. Kinder,1.0154
A.I.M.E! International e.V. (Deutschland),1.0154
ACT Alliance / Lutheran World Federation Nepal,1.0154
Action Chretienne pour combattre la pauvretre et l'analphabetisme,1.0154
Afghanistan Center for Training and Development,1.0154
Africa Development Corps,1.0154
Africa Solidarity Trust Fund,1.0154
African Rainbow Minerals,1.0154
Agence Humanitaire Africaine,1.0154
Airlink,1.0154
Alber Charity Society,1.0154
Aliko Dangote's Foundation,1.0154
Alliance for International Medical Action,1.0154
Asal Rural Development Organization,1.0154
Asociación Salvadoreña de Ayuda Humanitaria,1.0154
Association de Lutte Contre le Sida,1.0154
"Association for Forests, Development and Conservation",1.0154
Association Locale pour le Développement Intégral,1.0154
"Association pour la Solidarité, le Développement et l'Intégration Sociale",1.0154
Associazione Italiana per la Solidarietà tra I Popoli,1.0154
Asylum Access,1.0154
Atlas Alliance,1.0154
Basic Awareness Rehabilitation & Networking,1.0154
BBC Media Action,1.0154
Bent-e-Hawa Peace and Development Organization,1.0154
Bilateral (affected government),1.0154
Buddhistforbundet,1.0154
CAIPA,1.0154
Cairo Institute for Human Rights Studies,1.0154
Cameroon Red Cross Society,1.0154
Canadian Imperial Bank of Commerce,1.0154
CARE Luxembourg,1.0154
CARGOMA,1.0154
Center for Applied Linguistics,1.0154
Center for Women’s Legal Research and Consulting,1.0154
Centers for Disease Control,1.0154
Centers for Disease Control Foundation,1.0154
Centre de Support en Santé Internationale,1.0154
Centro de Estudios y Prevencion de Desastres,1.0154
"Cera Products, Inc",1.0154
Child Rights Connect,1.0154
Cigna Foundation,1.0154
Civic Coalition for Palestinian Rights in Jerusalem,1.0154
Coca-Cola Foundation,1.0154
Community Development Organization,1.0154
Community Media Network,1.0154
Cooperative Housing Foundation International,1.0154
Coordination Of Rehabilitation Services For Afghanistan,1.0154
Crisis Action,1.0154
Danish Mission Council Development,1.0154
dawa Islamic organization,1.0154
Demos Institute,1.0154
Direct Relief,1.0154
Disaster Prevention and Preparedness Commission Ethiopia,1.0154
Ebola Response Multi-Partner Trust Fund,1.0154
EcoBank,1.0154
EMERGENCY - Life Support for Civilian War Victims ONG Onlus,1.0154
Emergency ONG,1.0154
EuropeAid,1.0154
European Commission's Humanitarian Aid and Civil Protection Department,1.0154
FilmAid,1.0154
Fondation Mérieux,1.0154
Fondation pour le Développement et l'Encadrement des Familles Haitiennes,1.0154
Framtiden i våre hender,1.0154
France Terre d’Asile,1.0154
Friends of UNFPA,1.0154
Frontier Primary Health Care,1.0154
Fundación Acción Contra el Hambre,1.0154
"Fundación Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",1.0154
Fundación Halü Bienestar Humano,1.0154
German Doctors e.V.,1.0154
German Toilet Organization e.V.,1.0154
GHESKIO Centers,1.0154
Global Aid Hand,1.0154
Global Giving,1.0154
Global Network for Disaster Reduction,1.0154
"Groupe antiraciste d’accompagnement, et de defense des étrangers et migrants",1.0154
Groupe unifié pour l'épanouissement des enfants et pour le développement d'Haiti,1.0154
Help Syria through the Winter Foundation,1.0154
Hidig Relief And Development Organization,1.0154
"IHH-Humanitarian Relief Foundation, Turkey",1.0154
InformAction,1.0154
Innovative Humanitarian Solutions,1.0154
Institut Européen de Coopération et de Développement,1.0154
International Law and Policy Institute,1.0154
International Procurement Agency,1.0154
International Renaissance Foundation,1.0154
irshad and islah society lebanon,1.0154
Islamic Center Society,1.0154
John Dau Foundation,1.0154
John Hopkins Center for Communication Programs,1.0154
Jordan Engineering Association,1.0154
Just Peace Initiatives,1.0154
Khazanah Nasional,1.0154
La Asociación Minga,1.0154
Larry Page's Family Foundation,1.0154
Lead Development Agency,1.0154
Lebanese Association for Development Al Majmoua,1.0154
Lebanese Institute for Democracy and Human Rights,1.0154
Legatum Foundation,1.0154
Liberia Petroleum Company,1.0154
Light for the World,1.0154
Lutherian World Fund,1.0154
Madrasati Initiative,1.0154
Makassed Philanthropic Islamic Association of Beirut,1.0154
Masar,1.0154
Médecins d'Afrique,1.0154
Medical Teams International,1.0154
Merck,1.0154
Mercury International,1.0154
Millennium Promise Japan,1.0154
Mouvement non violent syrien,1.0154
National Federation of UNESCO Association in Japan,1.0154
National Oil Company of Liberia,1.0154
NCA+partners,1.0154
NetHope,1.0154
NGO Coordination Committee for Iraq,1.0154
Noon Charity Organization,1.0154
Norwegian Medical Association,1.0154
Nyein (Shalom) Foundation,1.0154
Open Society Foundations,1.0154
"Organization for Refuge, Asylum and Migration",1.0154
Palestinian Farmers Association,1.0154
Palestinian Hydrology Group,1.0154
Paul G. Allen,1.0154
Peace Bridge Association,1.0154
Philippine Jesuit Foundation,1.0154
Plan Liberia,1.0154
Poverty Eradication Initiative,1.0154
Prime Foundation,1.0154
Programa de Reducción del Riesgo de Desastres,1.0154
Protecting Through Education,1.0154
Public Health Initiative Liberia,1.0154
Raoul Wallenberg Institute of Human Rights and Humanitarian Law,1.0154
Reach Vulnerable,1.0154
Rebuild and Relief International NGO gGmbH,1.0154
Refugee Consortium of Kenya,1.0154
Relief Pakistan,1.0154
René Moawad Foundation,1.0154
Robert Wood Johnson Foundation,1.0154
Rural Development Initiative Pakistan,1.0154
Rural Initiatives in Sustainability and Empowerment,1.0154
SADEL,1.0154
SAFDF,1.0154
Sawa Organization,1.0154
SEEMA Center for Training and Protection of Women and Child's Rights,1.0154
Seplat Petroleum Development Company Plc,1.0154
Shafaq Rehabilitation Organization (SHA),1.0154
SHASSMEPPE,1.0154
Sibro Organization for Development,1.0154
Sierra Minerals Holdings/Vimetco,1.0154
Social Services Program,1.0154
Société Anglogold Ashanti de Guinée,1.0154
Society for Human Emancipation and Development,1.0154
Solo Enviro Beautification,1.0154
Soryiat,1.0154
Start Fund,1.0154
Stiftelsen Litteraturhuset,1.0154
Support for Peace and Education Development Program,1.0154
Syria Sanad,1.0154
Taghyeer,1.0154
Taiwan ICDF,1.0154
The Competitiveness,1.0154
The Equal Rights Trust,1.0154
The Foundation for the Refugee Education Trust,1.0154
Tides Center,1.0154
Tompran Foundation,1.0154
Tony Elumelu Foundation,1.0154
UN Mission for Ebola Emergency Response,1.0154
UN TF for Int'l Coop&Dev,1.0154
Union des Organisations Syrienne de Secours Médicaux,1.0154
United Israel Appeal,1.0154
United Nations Department of Safety and Security,1.0154
Universal Rights Group,1.0154
Urgence Solidarité Syrie,1.0154
VENRO,1.0154
Vet-Care Organization,1.0154
Virgin Unite,1.0154
Vitalité Plus,1.0154
VNG International,1.0154
VOLVO,1.0154
Wakachiai Project,1.0154
WELLCOME TRUST,1.0154
Women Empowerment Organization,1.0154
Women's Education Partnership,1.0154
Women's Evangelical Association of Bossangoa,1.0154
Women's Refugee Commission,1.0154
World Council of Churches,1.0154
World Neighbors,1.0154
World Relief Corporation,1.0154
Yemen Medical Charitable Society,1.0154
Youth Resource Centre,1.0154
ZOA,1.0154
ABAAD-Resource Center for Gender Equality,1.0154
Abdel Mohsen Qattan Foundation,1.0154
Abs Development for Women and Children,1.0154
Action for Development,1.0154
Action for Peace and Sustainable Development,1.0154
action medeor e.V.,1.0154
Advocates Coalition for Rights and Development,1.0154
Afghanistankomiteen i Norge,1.0154
Agency for Assistance and Development of Afghanistan,1.0154
Agricultural Development Association,1.0154
Akkar Network for Development,1.0154
Asociacion Ben por la Infancia,1.0154
Asociación de Trabajadores y Tecnicos Sin Fronteras,1.0154
Asociación ONGD Cives Mundi,1.0154
ASSABIL,1.0154
Associate in Community Development,1.0154
Association Agropastorale de NDA,1.0154
Association Centrafricaine pour le Développement Economique et Social,1.0154
Association des Cadres Musulmans de Centrafrique,1.0154
Association des Femmes pour la Promotion de l'Entreprenariat,1.0154
Association for Integrated Rural Development,1.0154
Association HIMAYA,1.0154
Association LRC,1.0154
Association Medina,1.0154
Associazione Internazionale Volontari Laici,1.0154
Atlasalliansen,1.0154
Basmeh and Zeitooneh - Lebanese Association,1.0154
Brigadas Internacionales de Paz,1.0154
Care for Children and Old Age in South Sudan,1.0154
Caribbean Disaster Emergency Management Agency,1.0154
Caritas Chad,1.0154
Centre Libanais des Droits Humains,1.0154
Centro de Estudios Rurales y de Agricultura Internacional,1.0154
Christian Children's Fund of Canada,1.0154
Community Development Association,1.0154
Community in Need Aid,1.0154
Development Fund,1.0154
DIGNI,1.0154
Dominica Red Cross Society,1.0154
Duhok Organization for Volunteer Youth,1.0154
EducAid Onlus,1.0154
Education Health Social Awareness and Rehabilitation,1.0154
Estonian Refugee Council,1.0154
European Meeting Centre - Nowy Staw Foundation,1.0154
Evangelisches Werk für Diakonie und Entwicklung e.V.,1.0154
Famine Early Warning Sytem,1.0154
Fangak Community Development Initiative,1.0154
Fashoda Youth Forum,1.0154
Foyer des Jeunes de Morne l'Hopital,1.0154
Friends of Children Society,1.0154
Friendship Luxembourg,1.0154
"FUNDACION ALIANZA POR LOS DERECHOS, LA IGUALD Y LA SOLIDARIDAD INTERNACIONAL",1.0154
Fundación Ojos del Mundo,1.0154
Fundación Plan,1.0154
GFZ German Research Centre,1.0154
Global Family,1.0154
Health Equity Initiatives Sdn Bhd,1.0154
Heifer International,1.0154
Hujra Village Support Organization,1.0154
Humanitarian Quality Assurance Initiative,1.0154
IHRA,1.0154
Impact Health Organization,1.0154
"Institute for Development, Research, Advocacy and Applied Care",1.0154
Interchurch Medical Assistance World Health,1.0154
International Eurasia Press Fund,1.0154
IsraAID,1.0154
Japan Campaign for children of Palestine,1.0154
Japan International Volunteer Center,1.0154
Japan Platform,1.0154
Joint Aid Management International,1.0154
